engine_temperature,engine_rpm,vehicle_speed,battery_voltage,battery_health,oil_temperature,coolant_temperature,brake_condition,tire_pressure,engine_vibration,fuel_level,engine_load,current_fault
80.65638594053365,1112,12.073473750963363,11.2,55,76.32670391918039,76.67218820959964,99.93225132628623,32.12593887066087,0.77,99.39675564963333,10,low_battery
80.8708363122554,1083,13.967063815457564,11.2,55,75.24854179350663,77.16523765950582,99.92765918917915,32.15590300217311,1.0,99.36070818119327,10,low_battery
80.87497749438577,1133,16.321566745834602,11.2,55,76.8579905007305,78.1567529164174,99.92222125363405,32.17272483703728,0.91,99.33818605757631,10,low_battery
80.9766868156149,1282,20.377178137082417,11.2,55,75.95997576792956,77.0726248625943,99.9163596692885,32.160686456245486,0.92,99.28320395072906,10.529047910373976,low_battery
80.86647144331405,1417,22.903538475771235,11.2,55,76.7672075676476,78.22361614690459,99.91076853705772,32.12778186541976,1.04,99.22285740634103,10,low_battery
80.94033510166139,1317,23.147786362288265,11.2,55,76.3279201468715,78.60504655069846,99.90188762040007,32.09578877484966,1.11,99.19341803188031,11.174488818667527,low_battery
80.8147438716052,1389,23.959615161240478,11.2,55,76.3102150507471,77.00101272218421,99.89398643643588,32.123575579213416,0.91,99.14138846562506,14.03354824781456,low_battery
80.84861019587657,1465,24.996949459141945,11.2,55,75.20388172126977,78.5442818078326,99.89257985841422,32.15460979202118,0.92,99.07448089383328,13.187919848692903,low_battery
80.65640229684827,1458,26.38557485046318,11.2,55,75.85428329160968,77.93968684202477,99.88596404006256,32.18267163989745,1.01,99.01183225615357,12.353110902638438,low_battery
80.51925250592312,1456,25.27552297236981,11.2,55,75.18713313406671,77.32943707923263,99.8794448111486,32.22991576029069,1.15,98.98745381100528,16.93554282368597,low_battery
80.49513370267304,1395,23.613231465164773,11.2,55,74.64643304889138,78.03578281019364,99.87385872331774,32.186151013102666,1.05,98.92006476935326,10,low_battery
80.6162273280826,1302,23.27933774250027,11.2,55,75.94832768140884,77.40850815599815,99.86859346858256,32.217682290195256,1.1,98.85945151770814,10,low_battery
80.73475001395634,1353,19.023740376317956,11.2,55,75.98051886420073,77.64724561853953,99.86142930198763,32.17604167781335,0.86,98.79033112507702,10,low_battery
80.53207529405182,1149,15.759192039220311,11.2,55,74.83150996911499,76.73046115492588,99.85679625753642,32.13171622718544,0.93,98.75341326319403,10,low_battery
80.72164039000413,1371,20.146467600752864,11.2,55,75.07315537792643,76.98308751441361,99.850503620485,32.10377581856487,1.05,98.7251836827857,14.164430939760226,low_battery
80.78451738148244,1280,17.948038962865773,11.2,55,75.29218206332155,78.35853017844444,99.84286922356989,32.05443653903632,0.84,98.64958851671005,10.30649851678286,low_battery
80.7928656380801,1148,17.317630930705878,12.72,60,75.68134385273859,78.64818605805614,99.83522630287,24,1.03,98.58685037041201,10,low_tire_pressure
80.7950512536814,1242,19.033600673040198,12.5,60,75.39546123856317,77.68399843821528,99.82796425026548,24,1.09,98.56345086313682,10,low_tire_pressure
80.65597056944901,1449,22.33261129838228,12.52,60,75.63402865968352,78.0436991367673,99.81939838873076,24,0.85,98.52462965462999,14.533773881217122,low_tire_pressure
80.86725739002259,1554,26.65698794472045,12.59,60,76.26720157549074,78.2188265624725,99.8171177428911,24,0.85,98.48599069843755,13.419658766843858,low_tire_pressure
80.82420637021453,1396,23.473729186495223,12.36,60,76.54059576298265,78.21208844888939,99.81197539102787,24,1.07,98.45515786977981,10.304202698918566,low_tire_pressure
81.09439730277138,1490,26.308882805137245,12.42,60,76.87201806302006,77.23352375854877,99.80782945608387,24,1.07,98.37919544926373,13.79690239963746,low_tire_pressure
81.14057547298577,1504,26.909026561877397,12.64,60,75.45961304448754,78.1126327343559,99.79789029182047,24,1.07,98.35850143149935,10,low_tire_pressure
81.21800486646242,1523,30.055058755466924,12.36,60,76.72301702861968,78.48066312608479,99.78804757444404,24,0.91,98.32488526182632,13.968096861280543,low_tire_pressure
81.57067386881837,1661,33.95099299024807,12.36,60,75.95174840482115,78.02820021620317,99.78560842527729,24,0.89,98.28299359113703,15.150334451621882,low_tire_pressure
81.51267719802571,1694,33.088489435327915,12.54,60,76.41751406518398,77.60015661091191,99.78327201581996,24,1.04,98.24101945371342,12.620203390666214,low_tire_pressure
81.82490446515561,1667,34.050524028332426,12.61,60,77.22404511036413,78.78282184013406,99.77850530564237,24,1.25,98.20396929487036,21.51744956697224,low_tire_pressure
81.8527422828368,1619,30.45034430717152,12.53,60,77.00739119991411,79.30484249921959,99.77109527073166,24,1.04,98.16511495301299,12.312780981254184,low_tire_pressure
82.23811707161364,1492,26.72829192354968,12.43,60,76.76623347255355,78.42803107396425,99.76787934396025,24,1.1,98.13160615288953,10,low_tire_pressure
82.20209016321084,1579,29.691533176779018,12.33,60,77.58613662733882,80.15007535474295,99.76145974663513,24,1.09,98.09340730999385,13.366488810366768,low_tire_pressure
82.27814994569691,1497,27.013880392838256,12.46,60,78.01551112817603,79.37096125408608,99.7533540587856,24,1.16,98.06744965296667,11.362674623642604,low_tire_pressure
82.29185134522912,1541,30.68443570124817,12.38,60,76.56503675188802,78.52833492685075,99.74487518851878,24,0.94,98.01764682495961,11.26369930155608,low_tire_pressure
82.63471233744406,1721,35.07151360357359,12.59,60,78.13441616982371,80.34714926776256,99.74132774856066,24,1.26,97.95283819002593,18.507889117206922,low_tire_pressure
82.98139073494696,1766,37.99020523223983,12.64,60,78.23356391936524,80.86657379146627,99.73155417285389,24,0.96,97.89559357657983,19.729221371681138,low_tire_pressure
82.84506457900314,1692,38.2568170575753,12.64,60,78.36415146660286,78.86694322880805,99.72805844826621,24,1.04,97.86996049195446,22.21097602212558,low_tire_pressure
83.22093214900377,1902,42.76904166919856,12.66,60,78.25048737245456,80.64214294068492,99.72564452282515,24,1.08,97.8060766030809,26.126799844335423,low_tire_pressure
83.5286755960227,1757,41.079319042007846,12.49,60,78.00443003221964,80.1764190049842,99.71781246542405,24,0.95,97.73138550514757,23.977511046378837,low_tire_pressure
83.82483609286507,1973,44.80807753440395,12.6,60,79.07272683013183,81.23692634080548,99.70949012670421,24,1.17,97.70719047641806,27.20544383890458,low_tire_pressure
84.14944609939262,1949,49.6137666652473,12.36,60,78.39089339114018,82.00819044788695,99.7039917218709,24,1.12,97.63425610533852,24.740578755310775,low_tire_pressure
84.49835636616864,2142,52.385944700748475,12.5,60,80.28492720409957,81.57947958989827,99.70196002805054,24,1.39,97.56587561281883,30.3138004921596,low_tire_pressure
84.55450701871624,2274,56.38580123577132,12.59,60,79.65015140653783,81.3569776279425,99.69215642367408,24,1.1,97.49135921773325,23.828919806932724,low_tire_pressure
84.6144723414662,2097,55.36582484458272,12.3,60,78.82911696476529,81.64112832846466,99.6872224652999,24,1.32,97.42224119153526,23.524212379213786,low_tire_pressure
84.92727100386163,2338,59.002237977308766,12.49,60,80.57180497925631,81.44479454530959,99.68178875566497,24,1.46,97.34788088413184,31.520534003095328,low_tire_pressure
85.18308762782632,2430,63.07839171629937,12.48,60,80.03498618447641,83.09190002938065,99.6798712966897,24,1.34,97.30850571226662,32.644311486432684,low_tire_pressure
85.4570809028925,2446,63.62324577159878,12.55,60,79.58128716625403,82.85328413651364,99.67314803075006,24,1.41,97.27022530152517,30.701847696593198,low_tire_pressure
85.78091479707504,2403,64.84734099680854,12.41,60,81.2315869652145,82.03433759453718,99.66336540482953,24,1.37,97.1958248766722,29.77518223688588,low_tire_pressure
86.07810321081585,2280,62.18669976940394,12.36,60,80.1943738852811,82.14755806873725,99.6574409962251,24,1.33,97.14278046824136,32.96019086961968,low_tire_pressure
86.21150528861536,2483,64.10752484293663,12.39,60,80.90784523023197,83.72186995578309,99.65051904469088,24,1.4,97.09256797755148,28.669688020353842,low_tire_pressure
86.14007275761188,2434,65.1839387485706,12.48,60,81.99848683551362,82.71899516799986,99.64122464658259,24,1.34,97.02210181245495,31.968889040398246,low_tire_pressure
86.52403629986838,2443,65.70793554340122,12.54,60,81.92815877592452,83.92263292584646,99.63500096713926,24,1.38,96.97802328731231,34.04482658844838,low_tire_pressure
86.83881234241252,2380,60.877555596019036,12.62,60,81.63478543079283,83.29966759289282,99.63240726936836,24,1.29,96.90221024670268,35.168669515898735,low_tire_pressure
86.87964791007417,2179,58.892569628158,12.57,60,81.07594318042736,83.8284504680418,99.62562457209914,24,1.14,96.84749638075867,25.58029433810964,low_tire_pressure
87.19178043553806,2266,56.59855087811393,12.52,60,82.38874501477106,84.9394798029739,99.61785884588906,24,1.17,96.82562288252622,24.622753122337777,low_tire_pressure
87.33864132120057,2234,60.45204377194108,12.56,60,81.70652775849848,84.06657534532496,99.60831342899634,24,1.16,96.74661183981529,31.730175186459533,low_tire_pressure
87.77736592897979,2240,56.34592121299658,12.79,60,82.9176890695237,84.34775096490277,99.60044376273936,24,1.06,96.72095998074205,30.670692957250004,low_tire_pressure
87.77243802490555,2234,54.14787216286091,12.64,60,83.19099303314474,85.540029239492,99.59124573635258,24,1.21,96.66144448846168,29.85519076084675,low_tire_pressure
87.88009458388346,2176,58.204576008190706,12.38,60,83.40085953007257,84.77476436358326,99.58283609636487,24,1.29,96.62479890511078,26.433053245855596,low_tire_pressure
87.9235531979178,2201,55.196546029171564,12.42,60,83.24424748911011,85.52145476665169,99.57294815984928,24,1.37,96.55956945064638,24.77123194424044,low_tire_pressure
88.18730567609282,2242,54.074178094350735,12.72,60,82.66792754811505,84.37461517087891,99.56774519717369,24,1.38,96.51096759860135,31.219057218820524,low_tire_pressure
88.264222705699,2277,55.60526994184386,12.52,60,83.61280472328316,86.06351284952261,99.56268672904758,24,1.23,96.46850258644238,32.76860662663701,low_tire_pressure
88.3278309333497,2211,59.91702937200601,12.7,60,83.5638753712004,86.18150361659379,99.5610469798078,24,1.04,96.40925298093346,30.03221015150544,low_tire_pressure
88.36596316578755,2362,63.78572970846081,12.47,60,84.20553210547028,86.11428283825971,99.55484409760683,24,1.32,96.3690446639573,28.009873893869305,low_tire_pressure
88.59957085707836,2279,62.847615439685796,12.72,60,83.75322237550256,86.49591365527722,99.55193767397164,24,1.19,96.33117362640911,35.70575553767575,low_tire_pressure
89.07665211987238,2362,63.871091357086314,12.4,60,83.46343461574085,85.26238137256064,99.54771202109167,24,1.18,96.26667725875677,34.41718876674969,low_tire_pressure
89.56496979526877,2390,66.70971023892008,12.71,60,83.6250044589265,85.89892648132496,99.54607061498388,24,1.25,96.22112940360974,35.187300755308755,low_tire_pressure
89.5199598831192,2554,68.61551282674603,12.36,60,84.9079900474904,86.2902718462135,99.53622809539037,24,1.24,96.19332026741951,30.207724810887804,low_tire_pressure
89.73147071850576,2398,67.06614313556874,12.37,60,84.03877387500405,87.23973444381612,99.5291973727534,24,1.4,96.1626054508003,31.124985612630027,low_tire_pressure
89.790833252786,2485,69.5186884362716,12.75,60,85.4700247965436,86.75205728081805,99.5269138895164,24,1.45,96.12141500795875,38.12484018548786,low_tire_pressure
90.26525310550878,2490,70.85838815220498,12.41,60,85.31910359600434,86.85034204894217,99.51981296267809,24,1.33,96.0534686718993,35.61598095149205,low_tire_pressure
90.72003952170712,2590,74.26896286283534,12.74,60,85.72466009190472,88.24005481710158,99.51393042200367,24,1.23,95.99124190227334,38.22621930482727,low_tire_pressure
90.63715428008871,2493,69.96433956418525,12.64,60,85.91559419586154,87.94373228900871,99.50926159856735,24,1.18,95.91948597922095,35.43410609881605,low_tire_pressure
90.95861965705511,2534,70.06904152071442,12.39,60,86.77122708201854,87.1061673241391,99.50347862018819,24,1.33,95.89723779367733,35.08699742143099,low_tire_pressure
91.27379186213788,2525,72.45294158289003,12.55,60,85.54170788218622,88.0148284929744,99.5024366143529,24,1.17,95.85884940758956,34.0179186016025,low_tire_pressure
91.31461841510163,2644,74.71326158261995,12.8,60,86.92833273939478,88.73385051256128,99.49844118602063,24,1.53,95.78512839511052,38.28918091925161,low_tire_pressure
91.47780332292434,2863,79.1217836147776,12.56,60,86.35791633869513,87.60107631551908,99.49415501205843,24,1.55,95.75556519863784,40.232000643257656,low_tire_pressure
91.49368431546733,2884,83.08292304081951,12.63,60,85.98898892424609,88.22983317004115,99.4929076658469,24,1.39,95.71165317845816,40.71508369473095,low_tire_pressure
91.58078512143135,2901,86.6499522985045,12.55,60,85.65949615330159,87.93179640743342,99.4842746767486,24,1.4,95.636988348319,46.64596366567266,low_tire_pressure
91.90345710885511,3000,87.9519088400047,12.4,60,87.42235956120976,88.58267075483516,99.48101943876581,24,1.54,95.60212784315779,46.05815556891218,low_tire_pressure
92.43236628774751,3135,91.60279117149764,12.49,60,86.630876251913,88.47527573725571,99.47962729383433,24,1.44,95.5285090172725,41.03599284469704,low_tire_pressure
92.8020328226115,3037,93.20549804857666,12.32,60,88.12789106830802,88.97025168729748,99.47741824049692,24,1.6,95.49974256248149,47.56610982656949,low_tire_pressure
93.36901899707044,3173,96.7621181813936,12.43,60,88.43704841276646,89.91754460628978,99.47050011763434,24,1.42,95.46404324826355,52.73554190680261,low_tire_pressure
93.68489737053945,3170,98.03764465059102,12.7,60,88.89078378372007,90.96968499853696,99.46138153680432,24,1.52,95.39781526582883,50.43068086090274,low_tire_pressure
93.92147518359673,3134,96.24750435280785,12.39,60,88.53004284581843,90.74713860692839,99.45981696052667,24,1.39,95.36372927883096,44.337004030084486,low_tire_pressure
94.36341980550026,3313,97.58862916194525,12.72,60,88.36405798851312,91.55440534430308,99.4544611981778,24,1.52,95.32660615875942,51.68237426310647,low_tire_pressure
94.623113593425,3253,100.57175181585683,12.58,60,89.36125401733453,92.61316029708775,99.4464151070691,24,1.76,95.25319618216554,51.21960939610445,low_tire_pressure
94.8600486769317,3298,103.10677759965952,12.45,60,88.99691740549221,91.37390659605295,99.4409814826693,24,1.73,95.2013955357479,49.84648978077088,low_tire_pressure
95.17797675770942,3481,104.75189952407808,12.38,60,89.2382894023816,92.09046145755805,99.43203816849233,24,1.57,95.15232565256295,54.844582591628594,low_tire_pressure
95.49557204866298,3320,103.48743885632008,12.72,60,90.46419367602107,92.02608337580398,99.428965613342,24,1.41,95.09994478966618,55.82759816943247,low_tire_pressure
95.64877192508449,3480,107.25997377600851,12.46,60,91.0724129232525,93.48326887650444,99.42578952517856,24,1.64,95.06394653051207,49.33681260849293,low_tire_pressure
95.68152987238948,3403,102.96755856007653,12.41,60,90.23357842317124,92.54124905677706,99.42153680648028,24,1.81,95.01969245597692,47.81030423609862,low_tire_pressure
96.09481096962871,3424,104.42317470751023,12.59,60,90.40043921833858,92.72918851956548,99.41648770557046,24,1.61,94.98756602870752,49.630722853237764,low_tire_pressure
96.42426256005866,3363,99.445805753364,12.44,60,92.17992754387312,93.84831241105273,99.40662416331503,24,1.75,94.93628421213263,45.50794300518699,low_tire_pressure
96.8288138133583,3340,101.30832295707592,12.32,60,91.16262852175373,94.04089494775133,99.39788314492456,24,1.45,94.88732347983411,47.70536987241215,low_tire_pressure
96.98724589860686,3353,99.83977735562439,12.56,60,92.01987197336948,94.73501680449597,99.38822841525851,24.029575660825923,5.5,94.84782723746623,54.570537975522456,high_vibration
97.31889800296516,3245,96.00108755528133,12.35,60,91.90617007428276,93.86021837599809,99.38015676439099,24.015900309415073,5.5,94.7971206318502,46.15977236833322,high_vibration
97.73285448283652,3159,97.96148470667016,12.57,60,92.74591911233675,95.0494607384285,99.37096118539547,24.056118075273684,5.5,94.73323704994792,48.65969603474786,high_vibration
97.94369679224118,3234,95.991546649362,12.61,60,93.9233561552337,95.72182020771439,99.3671638216847,24.050371418488858,5.5,94.66922529205148,46.19393776394135,high_vibration
98.44441574126758,3268,99.83717285798856,12.56,60,93.14720156910901,94.91488931407085,99.36203811429169,24.091607710970628,5.5,94.62610569697794,54.37308512153326,high_vibration
98.9630419456726,3226,96.6825016463955,12.71,60,94.00610171611727,96.34589075819724,99.35631306016444,24.06265375369266,5.5,94.56805639118345,44.93509649464444,high_vibration
99.01436546408593,3245,95.13109532476062,12.75,60,94.20463198318782,96.6577539406394,99.35179963673511,24.01654113720492,5.5,94.54404004578407,43.98948701700059,high_vibration
99.41019638279688,3019,92.67853380154924,12.7,60,94.36185723249555,95.8541001409487,99.35006058196457,24.04488571764252,5.5,94.4896937134397,47.41016670484861,high_vibration
99.52503590789814,3135,92.09971457319408,12.64,60,94.83770889140942,97.133726497809,99.34672959707234,24.047216867782,5.5,94.45424042934411,48.89187151667632,high_vibration
99.84375232845572,3086,94.126002258658,12.68,60,95.3969855780689,97.67567121646589,99.34058924756177,24.00558414276882,5.5,94.40664586719737,50.98339941169255,high_vibration
100.0481665903167,3211,93.3205425379726,12.43,60,95.5267431845811,96.20188991069296,99.33933251551883,24.048175887359612,5.5,94.34748993501925,48.24668526262537,high_vibration
100.45277411185411,3022,90.88637652857408,12.38,60,95.15928866335372,97.19166403420972,99.33102733707109,24.07478628728202,5.5,94.31208945895803,42.86846557065135,high_vibration
100.89144224876439,3056,86.45178626594371,12.4,60,95.26493168042106,97.69548110858426,99.32501758523028,24.061083731008296,5.5,94.25050121756736,40.416931278253855,high_vibration
100.91069588379669,2883,84.2293717503578,12.45,60,94.92665616180257,97.40248011390806,99.31946797419113,24.034908424956043,5.5,94.19687799054158,38.10282814296761,high_vibration
101.23243007475125,2900,81.6652488407207,12.32,60,97.02973303400455,99.16193143473059,99.31702778558116,24.035420930484303,5.5,94.13116584323666,44.28374200376835,high_vibration
101.46927065008127,2789,80.04077631502716,12.75,60,97.04040580124148,97.96130762084798,99.31418830939342,24.025886664455854,5.5,94.0882934086127,41.65660905846423,high_vibration
101.49086821593406,2765,78.93636544243184,12.66,60,97.02523518247102,98.79387321129106,99.31015726015153,24.052879361582946,5.5,94.02492029468053,42.28330811463586,high_vibration
101.5711459995458,2716,75.53412963309644,12.46,60,96.40142259218192,98.05755510971062,99.30309745939952,24.09415103711385,5.5,94.00431079247856,39.90102907633326,high_vibration
101.74267415467902,2653,73.6160494468525,12.78,60,95.91398966512486,99.61146182662998,99.29323189569959,24.103979778588393,5.5,93.94217431075597,37.4075311588586,high_vibration
101.72968627437946,2675,71.97544452274241,12.58,60,97.16654930844645,98.33052471244677,99.2887357149154,24.14560633038095,5.5,93.89289283225922,32.449235095576,high_vibration
101.67806186286444,2739,75.25431237135352,12.48,60,97.10089030756124,99.58576870702245,99.28108941348862,24.173348756768075,5.5,93.85994221272065,34.62100714301137,high_vibration
101.82047950993372,2734,75.7327016244188,12.41,60,97.25191310217804,99.60018422450916,99.27392564441408,24.2136882697845,5.5,93.78247080769118,37.02930325537714,high_vibration
101.91373832335664,2697,77.13491943960437,12.45,60,96.10667289246022,98.16271294477664,99.27097903436261,24.244103597011872,5.5,93.72059111669415,38.805810348143,high_vibration
101.95609879827934,2595,72.45956695772921,12.67,60,97.44785371043122,99.20013419023496,99.26818955532174,24.241374461238337,5.5,93.67111452480397,32.18879107392185,high_vibration
120,2672,71.88143701047862,12.57,60,97.5602048476457,99.49169603606596,99.26472782934732,24.27089968276804,1.57,93.61935276047289,39.70540617076709,engine_overheating
120,2553,73.88268941565694,12.67,60,115.99617831842738,117.15994670634127,99.25730443790184,24.24287142145659,1.49,93.57147609754772,34.4129240062811,engine_overheating
120,2568,72.672807782965,12.62,60,114.80450257672693,116.63348165183103,99.25392936701219,24.203844615230917,1.27,93.54406107524036,37.677547727361585,engine_overheating
120,2753,76.0661817799997,12.47,60,114.51990631291687,116.61111460401253,99.24397278130529,24.201804136411628,1.61,93.521397665797,40.548923850729835,engine_overheating
120,2717,75.92092567534552,12.61,60,114.79702776683764,117.95637999421078,99.23563668257934,24.167724446125035,1.45,93.45277590938751,34.72222078988123,engine_overheating
120,2720,78.71936577481668,12.49,60,114.4729139314219,116.63870451045031,99.23066855392906,24.20421560637755,1.57,93.41184845880076,34.42218891352558,engine_overheating
120,2844,79.75907695052652,12.75,60,116.40936663599504,117.9740907368444,99.2294389669323,24.2091804718287,1.45,93.35172152212867,38.176934448418,engine_overheating
120,2927,82.29659306481562,12.31,60,114.60591268363424,117.72758378351399,99.22525351966063,24.239806930581423,1.56,93.32467485168107,38.868641962309624,engine_overheating
120,2930,86.14388752472851,12.67,60,114.6512870464584,116.86874510986888,99.22056280285635,24.224302297556942,1.47,93.27078263497349,46.65602236453931,engine_overheating
120,2931,88.57890888622134,12.7,60,115.10023921044495,118.25369831369733,99.21179455453502,24.186297604140734,1.54,93.22343048320396,42.23474184120677,engine_overheating
120,3065,92.06829736314214,12.37,60,115.86632019606,116.67598628009131,99.20778374618551,24.192407063877564,1.37,93.16869030736149,47.03288003446178,engine_overheating
120,3138,92.67199547748801,12.68,60,115.26459758073261,117.67878887227329,99.19966947052893,24.143164771730586,1.51,93.1428508042451,44.31414449326112,engine_overheating
120,3206,93.53922732320424,12.35,60,114.6364431235636,118.073774385349,99.19767184252629,24.16062321446562,1.46,93.10902209753148,48.43454602743558,engine_overheating
120,3118,89.81060845202353,12.6,60,116.08334615232134,117.50593821784882,99.19328930376473,24.179264775867257,1.7,93.06150958337936,45.01769059569486,engine_overheating
120,2975,89.89972217514342,12.7,60,115.43131957320631,116.92617286693273,99.19019344934217,24.158832513348177,1.42,93.01115133320627,48.15677909335569,engine_overheating
120,3195,93.85136301113221,12.79,60,115.06871713024225,118.18702126940745,99.18493438846541,24.152836811416982,1.62,92.96006244474334,50.91703776001349,engine_overheating
120,3133,90.70331811666593,12.43,60,115.52802416389227,117.85356952543486,99.1755545809948,24.1725290277088,1.41,92.91976883105781,46.4954557402569,engine_overheating
120,2973,86.28213994513125,12.51,60,114.62335254565775,117.3072844103304,99.1661613371973,24.173667759686378,1.53,92.87010827833848,47.69001761976334,engine_overheating
120,2818,82.35706250371237,12.33,60,114.78476898601389,117.95595106670704,99.1649500118936,24.162158075207195,1.6,92.8222557597589,38.844826834387874,engine_overheating
120,2859,79.3945751201945,12.66,60,115.70782368420531,118.1389890399808,99.16193967159008,24.175711518075993,1.31,92.7633385207265,36.225520320496706,engine_overheating
120,2726,76.62113782980687,12.4,60,115.43075048436295,117.4596892092811,99.15253194113068,24.197020232740716,1.36,92.71712875226802,42.33396927334874,engine_overheating
120,2756,76.29603758306924,12.63,60,115.73816148858339,116.94665450890317,99.14696364671737,24.162692822279702,1.47,92.65219527868555,39.0904551761015,engine_overheating
120,2822,78.38936456517004,12.47,60,114.55647875130602,116.86996412375265,99.14194105785776,24.159824271939474,1.49,92.5958959969308,41.37784729703747,engine_overheating
120,2709,76.51943474709917,12.36,60,114.56443226618099,116.6737075947068,99.13437264560353,24.181401235733237,1.51,92.52535975937671,34.722022869834774,engine_overheating
120,2798,81.21307230578988,12.68,60,114.98411321345316,118.31499069391091,99.12442333938506,24.176209095433368,1.24,92.45016202775936,41.86396214707078,engine_overheating
120,2835,77.69136377667684,12.38,60,114.8833446587838,117.61442626194362,99.12038016401333,24.17961440806533,1.28,92.42024015598437,35.59785773658578,engine_overheating
120,2697,76.59970756460538,12.73,60,114.74275341859456,116.25527037817108,99.11260933467926,24.22130214362434,1.35,92.37740732954504,35.11261796713425,engine_overheating
120,2732,78.2909989792807,12.4,60,115.4409079157433,117.39298683623107,99.11092957065834,24.223667360298833,1.41,92.31994038984186,42.78825831232786,engine_overheating
120,2925,83.08255955287093,12.33,60,115.0317479955344,118.29438765898315,99.10280506518161,24.23764485318109,1.34,92.25647692279139,37.60331120592536,engine_overheating
120,2906,84.42866382941925,12.35,60,114.28084544235499,118.15345879961079,99.09998122184311,24.259441209247857,1.55,92.20394863737103,43.87787692014281,engine_overheating
120,2764,79.6438171597227,12.31,60,115.05764823285075,117.93862452002146,99.09843912168684,24.284082081011714,1.45,92.1447883940308,41.547326212286144,engine_overheating
120,2982,83.35246546977028,12.47,60,116.12199100263237,118.12960781354397,99.09246322788196,24.316460912026567,1.3,92.10816299718056,37.578400402645705,engine_overheating
120,3013,84.99871502671134,12.54,60,115.74496021354264,117.66105426437527,99.08248328929992,24.355363359717213,1.55,92.04962040120645,45.68082295636464,engine_overheating
120,2744,80.26939692643235,12.51,60,116.04543718729036,116.21920724570558,99.07542976339671,24.36495003092815,1.36,92.00938432421844,37.10382499882833,engine_overheating
120,2781,79.56828708669586,12.66,60,115.27162104052333,118.09142348433357,99.06796265026331,24.345944997244597,1.61,91.95482694893319,40.65695897546266,engine_overheating
120,2847,80.88528641643619,12.78,60,114.67465811152755,116.6641819666476,99.0657278265293,24.315407487077877,1.46,91.8842266085718,40.588910525437946,engine_overheating
120.0002789604523,2816,81.589938299465,12.74,60,114.9250944368722,117.07608214028323,99.06401120056516,24.274591817827442,5.5,91.83173924580105,35.98723846614769,high_vibration
120.21744349006318,2752,81.79869330849738,12.51,60,115.0726848346481,116.74875701822101,99.05554512922986,24.300796971742372,5.5,91.76054546558835,39.2999320924483,high_vibration
120.35364106548656,2982,83.62166837095596,12.32,60,115.18741104758963,117.0633182791305,99.05103112965722,24.280358782062663,5.5,91.7346652075455,46.700270914922854,high_vibration
120.49447823623522,3040,86.40845102077284,12.64,60,115.51091858453555,117.96171986382818,99.04768577664687,24.26110143120332,5.5,91.7086704348107,44.06947849628997,high_vibration
120.77072917147156,3009,86.57217163670646,12.72,60,115.42245893039436,118.23572687666038,99.04094642183838,24.252650954840526,5.5,91.66880249902982,46.20997052781334,high_vibration
121.18855259025615,2842,82.99394439164719,12.71,60,115.77954925145322,118.95992448934508,99.03917791583642,24.253702536381798,5.5,91.61816345900768,37.01666730662122,high_vibration
121.59063912404133,2823,79.1798170607839,12.33,60,116.6424722492268,119.55360050929953,99.03174250338556,24.277400585856537,5.5,91.56966174773336,35.05232874299192,high_vibration
121.87355110491164,2815,79.22612179189471,12.5,60,115.9126744858892,119.05326527914474,99.02619228839241,24.32667255158886,5.5,91.49670454360526,42.04704448943002,high_vibration
